Date,PageName,TrafficSource,TrafficType,Users,Sessions,BounceRate,SessionDurationSeconds,PagesPerSession,EngagementRate,ConversionRate,GoalCompletions,EventCount,PagePerformance
2025-10-03,Products,Referral,Referral,3,3,0.4909,159.26,5.23,0.5069,0.1058,0,42,Low Performing
2025-10-03,Products,Paid Search,Paid,7,7,0.4724,366.04,1.53,0.4949,0.0613,0,33,Low Performing
2025-10-03,Blog,Direct,Direct,6,7,0.4654,207.27,1.69,0.5332,0.0353,0,32,Average Performing
2025-10-04,Home,Referral,Referral,10,10,0.5522,89.91,1.6,0.4288,0.0059,0,40,Low Performing
2025-10-04,FAQ,Direct,Direct,5,5,0.5574,88.29,3.32,0.5041,0.055,1,55,Low Performing
2025-10-04,FAQ,Direct,Direct,9,11,0.5247,113.97,3.53,0.4539,0.039,1,106,Low Performing
2025-10-05,Products,Organic Search,Organic,2,3,0.5546,149.56,1.54,0.4988,0.037,0,6,Low Performing
2025-10-05,Home,Direct,Direct,10,11,0.4656,58.95,1.51,0.5218,0.0287,1,69,Low Performing
2025-10-05,Blog,Direct,Direct,3,3,0.5569,85.8,2.0,0.4431,0.0559,0,16,Average Performing
2025-10-05,Checkout,Paid Search,Paid,11,14,0.4539,150.61,1.23,0.53,0.051,2,54,Average Performing
2025-10-05,Blog,Paid Search,Paid,2,4,0.5763,242.06,2.35,0.3974,0.0446,0,33,Average Performing
2025-10-05,Services,Organic Search,Organic,5,6,0.5363,146.22,1.4,0.4794,0.0369,0,27,Average Performing
2025-10-05,Home,Social,Social,7,10,0.4958,142.96,1.0,0.4887,0.0157,0,33,Low Performing
2025-10-05,Services,Referral,Referral,11,11,0.3642,103.11,5.87,0.6084,0.0834,2,143,Average Performing
2025-10-05,Products,Organic Search,Organic,6,6,0.3977,116.77,2.89,0.5984,0.0506,1,43,Low Performing
2025-10-06,Products,Referral,Referral,7,8,0.5465,174.07,2.31,0.4001,0.0643,0,38,Low Performing
2025-10-06,Products,Social,Social,3,3,0.5648,99.95,1.79,0.4515,0.0326,0,13,Low Performing
2025-10-06,Contact,Organic Search,Organic,10,12,0.5329,182.12,3.49,0.4384,0.0338,0,133,High Performing
2025-10-06,Products,Organic Search,Organic,1,2,0.4857,114.71,3.47,0.5469,0.0307,0,20,Low Performing
2025-10-06,Landing Page,Direct,Direct,1,2,0.6377,93.18,2.86,0.3405,0.0504,0,16,Average Performing
2025-10-06,Landing Page,Organic Search,Organic,7,10,0.461,75.7,2.37,0.6635,0.0498,0,79,Average Performing
2025-10-06,Home,Social,Social,6,6,0.4506,172.91,3.44,0.4987,0.0517,2,33,Low Performing
2025-10-06,Products,Paid Search,Paid,5,6,0.5402,165.55,1.0,0.462,0.0215,0,25,Low Performing
2025-10-07,Home,Direct,Direct,1,2,0.4817,66.98,1.87,0.6277,0.0421,0,15,Low Performing
2025-10-07,Checkout,Direct,Direct,7,9,0.6195,278.26,6.33,0.4177,0.1285,1,122,Average Performing
2025-10-07,Home,Social,Social,10,10,0.4492,137.64,1.81,0.5448,0.0606,0,52,Low Performing
2025-10-07,Products,Direct,Direct,3,4,0.4581,413.49,2.18,0.4665,0.0687,1,17,Low Performing
2025-10-08,Landing Page,Direct,Direct,9,13,0.5068,159.38,5.76,0.534,0.118,1,157,Average Performing
2025-10-08,Home,Referral,Referral,9,9,0.4745,140.13,3.84,0.5567,0.0733,1,55,Low Performing
2025-10-08,Contact,Direct,Direct,7,7,0.5073,162.01,1.0,0.5049,0.0377,0,17,High Performing
2025-10-09,Pricing,Organic Search,Organic,9,12,0.5042,94.5,3.68,0.4925,0.0223,1,125,High Performing
2025-10-09,About,Referral,Referral,6,7,0.4782,160.75,2.29,0.5593,0.0625,0,54,High Performing
2025-10-09,Products,Referral,Referral,11,13,0.4746,187.08,3.34,0.4901,0.0252,1,132,Low Performing
2025-10-09,Landing Page,Paid Search,Paid,1,1,0.4445,102.17,6.78,0.5183,0.0902,0,18,Average Performing
2025-10-09,FAQ,Organic Search,Organic,2,3,0.483,201.88,1.45,0.5096,0.0236,0,11,Low Performing
2025-10-10,Services,Paid Search,Paid,11,11,0.4953,230.21,1.65,0.5595,0.0354,0,79,Average Performing
2025-10-10,Products,Organic Search,Organic,11,14,0.5478,188.35,1.0,0.4478,0.0051,0,11,Low Performing
2025-10-10,About,Referral,Referral,3,4,0.5187,276.57,4.55,0.4991,0.0514,0,38,High Performing
2025-10-10,FAQ,Organic Search,Organic,1,3,0.521,182.64,1.47,0.5336,0.057,0,8,Low Performing
2025-10-10,Services,Organic Search,Organic,1,1,0.5324,76.89,3.33,0.4976,0.0355,0,7,Average Performing
2025-10-10,Pricing,Paid Search,Paid,11,12,0.4493,276.88,2.04,0.5481,0.065,1,90,High Performing
2025-10-10,Blog,Referral,Referral,10,13,0.4907,122.76,1.29,0.5532,0.0289,1,88,Average Performing
2025-10-10,Home,Paid Search,Paid,7,8,0.5412,363.51,1.0,0.4485,0.0889,0,19,Low Performing
2025-10-10,Pricing,Referral,Referral,11,12,0.4918,223.15,5.28,0.5198,0.1207,2,109,High Performing
2025-10-11,Checkout,Organic Search,Organic,9,9,0.5592,126.65,1.7,0.4177,0.0164,0,53,Average Performing
2025-10-11,Landing Page,Organic Search,Organic,5,6,0.461,173.66,8.12,0.5426,0.1284,0,108,Average Performing
2025-10-11,Services,Direct,Direct,8,10,0.3256,167.82,5.46,0.6144,0.0444,0,123,Average Performing
2025-10-11,Contact,Direct,Direct,2,4,0.5049,290.53,5.46,0.5118,0.0866,0,46,High Performing
2025-10-11,Home,Social,Social,2,3,0.5231,114.76,1.92,0.4334,0.0566,0,16,Low Performing
2025-10-11,Products,Direct,Direct,2,2,0.4238,97.15,1.0,0.5415,0.0211,0,12,Low Performing
2025-10-12,Services,Direct,Direct,2,3,0.4645,52.46,2.49,0.5759,0.038,0,27,Average Performing
2025-10-12,Blog,Paid Search,Paid,10,11,0.5999,95.59,1.13,0.403,0.0103,0,13,Average Performing
2025-10-12,About,Organic Search,Organic,9,12,0.4887,201.41,1.0,0.5474,0.027,0,44,High Performing
2025-10-12,Home,Organic Search,Organic,1,1,0.4551,37.5,3.44,0.4695,0.0479,0,9,Low Performing
2025-10-12,Checkout,Referral,Referral,1,2,0.4961,119.7,4.35,0.4705,0.0713,1,23,Average Performing
2025-10-12,Landing Page,Organic Search,Organic,4,7,0.4683,43.35,1.0,0.5277,0.0248,0,23,Average Performing
2025-10-12,Home,Direct,Direct,2,4,0.5326,105.93,6.18,0.4516,0.1046,0,46,Low Performing
2025-10-13,Products,Organic Search,Organic,11,11,0.4833,109.46,6.21,0.4391,0.0945,1,139,Low Performing
2025-10-13,Home,Social,Social,7,9,0.5502,77.89,2.01,0.374,0.0256,1,55,Low Performing
2025-10-13,Home,Paid Search,Paid,5,7,0.5913,217.59,4.3,0.4148,0.0351,0,54,Low Performing
2025-10-13,Home,Direct,Direct,4,6,0.4037,280.19,4.47,0.6375,0.1283,2,73,Low Performing
2025-10-13,Home,Referral,Referral,2,4,0.5055,178.62,1.7,0.5769,0.0733,0,34,Low Performing
2025-10-14,Blog,Paid Search,Paid,6,6,0.4369,284.69,2.65,0.544,0.071,0,65,Average Performing
2025-10-14,Products,Direct,Direct,2,2,0.4667,175.07,2.97,0.5698,0.0838,0,11,Low Performing
2025-10-14,Home,Organic Search,Organic,2,3,0.5045,181.2,2.31,0.4177,0.0523,0,16,Low Performing
2025-10-14,Home,Organic Search,Organic,1,3,0.4687,266.98,1.4,0.5535,0.0411,1,4,Low Performing
2025-10-14,Home,Organic Search,Organic,6,7,0.4313,118.8,2.33,0.6366,0.0453,0,44,Low Performing
2025-10-14,FAQ,Social,Social,1,3,0.4823,122.35,1.32,0.4545,0.0182,0,17,Low Performing
2025-10-15,Checkout,Organic Search,Organic,1,1,0.499,344.38,3.99,0.4875,0.0549,0,9,Average Performing
2025-10-15,Services,Direct,Direct,6,8,0.5431,80.6,5.92,0.5084,0.0993,4,102,Average Performing
2025-10-15,FAQ,Direct,Direct,3,5,0.3371,314.65,2.21,0.6704,0.0951,1,11,Low Performing
2025-10-15,Products,Organic Search,Organic,11,13,0.4318,428.03,2.86,0.5155,0.0555,1,81,Low Performing
2025-10-15,Contact,Direct,Direct,10,11,0.4038,74.23,3.1,0.4914,0.0815,1,102,High Performing
2025-10-15,Home,Organic Search,Organic,7,7,0.5117,54.04,1.0,0.5146,0.0179,0,25,Low Performing
2025-10-16,Pricing,Social,Social,11,11,0.6092,59.04,1.23,0.3604,0.0545,1,24,High Performing
2025-10-16,About,Social,Social,4,5,0.4473,336.9,3.38,0.5429,0.0763,0,47,High Performing
2025-10-16,About,Referral,Referral,7,9,0.3477,382.28,6.35,0.6127,0.1251,1,157,High Performing
2025-10-17,Home,Paid Search,Paid,2,4,0.4987,90.01,5.17,0.4812,0.0681,0,30,Low Performing
2025-10-17,Home,Organic Search,Organic,11,11,0.4444,76.58,2.67,0.5376,0.0757,1,81,Low Performing
2025-10-18,Contact,Referral,Referral,8,9,0.4606,129.43,5.05,0.5545,0.1227,0,95,High Performing
2025-10-18,Contact,Paid Search,Paid,6,7,0.5007,122.88,2.46,0.4667,0.0475,0,48,High Performing
2025-10-18,Products,Organic Search,Organic,10,10,0.4991,225.42,4.22,0.5364,0.0619,0,67,Low Performing
2025-10-18,Landing Page,Paid Search,Paid,4,4,0.452,64.7,6.75,0.5838,0.0688,0,44,Average Performing
2025-10-18,FAQ,Paid Search,Paid,7,8,0.4746,235.79,2.08,0.5737,0.0378,0,57,Low Performing
2025-10-19,Products,Organic Search,Organic,6,6,0.5088,220.52,1.44,0.512,0.0492,1,18,Low Performing
2025-10-19,Pricing,Organic Search,Organic,4,4,0.5029,191.11,7.41,0.4321,0.1223,0,56,High Performing
2025-10-19,Checkout,Paid Search,Paid,8,9,0.4689,143.63,2.77,0.589,0.0397,0,51,Average Performing
2025-10-19,Home,Organic Search,Organic,7,8,0.5947,41.92,8.62,0.4283,0.1214,1,168,Low Performing
2025-10-19,Home,Referral,Referral,2,3,0.4332,47.8,3.06,0.6098,0.0619,0,29,Low Performing
2025-10-19,Services,Social,Social,2,4,0.576,428.68,6.03,0.4402,0.1192,1,64,Average Performing
2025-10-19,FAQ,Direct,Direct,9,10,0.4695,95.46,1.78,0.5369,0.0522,0,38,Low Performing
2025-10-20,Home,Social,Social,6,6,0.5616,21.75,1.98,0.3871,0.0625,0,18,Low Performing
2025-10-21,Home,Direct,Direct,5,5,0.5303,110.96,2.15,0.4966,0.059,0,20,Low Performing
2025-10-21,Contact,Referral,Referral,2,3,0.438,236.27,3.97,0.6212,0.0867,0,22,High Performing
2025-10-21,Blog,Organic Search,Organic,5,5,0.4704,456.9,2.09,0.4861,0.0516,1,39,Average Performing
2025-10-21,Blog,Direct,Direct,2,4,0.5592,100.13,1.0,0.4802,0.0437,0,13,Average Performing
2025-10-21,Home,Organic Search,Organic,4,5,0.4766,426.99,1.65,0.4999,0.0416,0,25,Low Performing
2025-10-21,Landing Page,Organic Search,Organic,11,12,0.4142,63.25,2.89,0.5443,0.0388,0,45,Average Performing
2025-10-21,Blog,Referral,Referral,1,1,0.5066,163.06,1.4,0.4443,0.0336,0,4,Average Performing
2025-10-21,Products,Organic Search,Organic,1,3,0.4972,230.1,1.59,0.5015,0.0082,0,15,Low Performing
2025-10-21,Services,Organic Search,Organic,1,1,0.4875,229.1,10.23,0.4999,0.1306,0,20,Average Performing
2025-10-21,Landing Page,Direct,Direct,1,2,0.5186,91.44,2.46,0.487,0.0641,0,11,Average Performing
2025-10-22,Products,Paid Search,Paid,11,11,0.4679,134.67,1.0,0.5617,0.0318,0,42,Low Performing
2025-10-22,Pricing,Social,Social,10,10,0.4968,102.61,1.49,0.5605,0.0397,0,65,High Performing
2025-10-23,Contact,Paid Search,Paid,5,8,0.504,49.5,1.8,0.4738,0.0484,1,49,High Performing
2025-10-23,Home,Social,Social,5,5,0.5012,481.1,1.0,0.4757,0.0581,0,11,Low Performing
2025-10-23,Blog,Organic Search,Organic,11,11,0.4115,128.14,1.72,0.5537,0.066,1,79,Average Performing
2025-10-23,Pricing,Organic Search,Organic,7,8,0.4913,177.82,5.93,0.5162,0.0743,0,113,High Performing
2025-10-23,Home,Paid Search,Paid,7,8,0.5011,41.55,8.0,0.4807,0.1143,0,131,Low Performing
2025-10-23,Checkout,Organic Search,Organic,10,13,0.4296,97.71,2.65,0.5835,0.0347,0,97,Average Performing
2025-10-23,Blog,Referral,Referral,8,9,0.4718,372.54,2.87,0.5159,0.0526,0,60,Average Performing
2025-10-23,Pricing,Social,Social,9,10,0.4788,111.98,2.22,0.5171,0.0397,2,67,High Performing
2025-10-24,Home,Organic Search,Organic,10,10,0.5164,271.02,1.0,0.5054,0.0572,0,32,Low Performing
2025-10-24,Services,Referral,Referral,9,10,0.5808,62.98,3.14,0.4019,0.0349,1,88,Average Performing
2025-10-25,About,Direct,Direct,4,5,0.4672,149.43,6.27,0.5683,0.0794,0,60,High Performing
2025-10-25,Products,Paid Search,Paid,8,11,0.6524,20.0,1.34,0.358,0.0295,1,41,Low Performing
2025-10-25,Checkout,Organic Search,Organic,11,11,0.436,92.01,2.56,0.6446,0.0607,2,116,Average Performing
2025-10-25,Blog,Referral,Referral,7,9,0.5061,73.9,4.57,0.5187,0.0753,2,83,Average Performing
2025-10-25,Blog,Referral,Referral,7,9,0.5316,118.32,2.68,0.4622,0.0773,1,72,Average Performing
2025-10-25,Contact,Direct,Direct,11,12,0.504,99.73,4.14,0.4533,0.0544,0,159,High Performing
2025-10-25,Landing Page,Social,Social,7,7,0.5033,172.81,3.75,0.4922,0.027,0,60,Average Performing
2025-10-25,Home,Organic Search,Organic,11,15,0.4187,85.31,1.1,0.6012,0.0638,1,80,Low Performing
2025-10-26,Pricing,Direct,Direct,8,8,0.4946,81.34,2.26,0.5325,0.0633,1,35,High Performing
2025-10-26,Blog,Referral,Referral,6,8,0.5605,324.77,1.71,0.3823,0.0495,0,38,Average Performing
2025-10-26,Pricing,Paid Search,Paid,5,5,0.3734,434.91,1.88,0.5882,0.0613,0,17,High Performing
2025-10-26,Home,Referral,Referral,1,2,0.4531,608.37,1.78,0.4555,0.0746,0,18,Low Performing
2025-10-27,FAQ,Referral,Referral,1,2,0.509,88.93,1.7,0.4553,0.0278,0,9,Low Performing
2025-10-27,Services,Paid Search,Paid,10,11,0.5155,80.39,1.85,0.5167,0.0386,1,94,Average Performing
2025-10-27,Pricing,Referral,Referral,3,3,0.4453,92.33,2.81,0.5268,0.0211,0,21,High Performing
2025-10-28,Services,Paid Search,Paid,3,4,0.5446,148.86,1.0,0.4978,0.0354,0,9,Average Performing
2025-10-28,Home,Organic Search,Organic,6,8,0.5796,233.42,2.39,0.3798,0.036,1,41,Low Performing
2025-10-28,Services,Organic Search,Organic,7,8,0.4102,235.25,4.27,0.6283,0.0533,0,74,Average Performing
2025-10-28,Pricing,Organic Search,Organic,2,4,0.4585,197.44,2.82,0.5658,0.0657,0,30,High Performing
2025-10-29,About,Direct,Direct,7,7,0.4379,350.64,2.0,0.5815,0.0164,0,45,High Performing
2025-10-29,Landing Page,Direct,Direct,10,12,0.4999,225.29,1.18,0.4208,0.0092,0,70,Average Performing
2025-10-29,FAQ,Organic Search,Organic,9,10,0.5487,262.74,3.86,0.4636,0.0744,1,102,Low Performing
2025-10-29,Products,Organic Search,Organic,9,9,0.4474,114.76,3.48,0.5492,0.051,0,60,Low Performing
2025-10-30,Checkout,Organic Search,Organic,7,8,0.4846,165.16,5.15,0.4834,0.0483,1,79,Average Performing
2025-10-30,Home,Social,Social,11,11,0.5546,111.98,2.5,0.5101,0.0433,0,106,Low Performing
2025-10-31,About,Social,Social,7,9,0.4531,211.92,8.71,0.5064,0.125,1,183,High Performing
2025-10-31,Home,Direct,Direct,8,10,0.537,114.61,1.62,0.4533,0.0349,0,47,Low Performing
2025-10-31,Home,Organic Search,Organic,7,7,0.5316,340.91,2.67,0.4895,0.0605,0,58,Low Performing
2025-10-31,Products,Paid Search,Paid,2,3,0.4724,166.74,1.47,0.5555,0.0539,0,9,Low Performing
2025-10-31,FAQ,Direct,Direct,5,5,0.4927,313.67,6.25,0.5262,0.105,0,69,Low Performing
2025-11-01,Services,Organic Search,Organic,8,8,0.45,213.06,3.93,0.5231,0.0665,0,83,Average Performing
2025-11-01,Blog,Social,Social,5,6,0.5493,58.57,4.49,0.4148,0.0842,0,62,Average Performing
2025-11-01,Products,Organic Search,Organic,1,2,0.5727,199.19,1.0,0.4111,0.0478,0,7,Low Performing
2025-11-01,Services,Referral,Referral,1,2,0.4633,118.0,3.1,0.5224,0.0387,0,15,Average Performing
2025-11-01,Checkout,Referral,Referral,9,11,0.444,140.32,10.46,0.5451,0.1503,1,252,Average Performing
2025-11-02,Blog,Direct,Direct,10,11,0.5375,176.76,5.81,0.4814,0.0998,0,120,Average Performing
2025-11-02,Landing Page,Organic Search,Organic,5,6,0.494,36.22,1.09,0.5885,0.0457,1,12,Average Performing
2025-11-02,Blog,Paid Search,Paid,6,10,0.3462,384.29,1.0,0.7239,0.0409,1,28,Average Performing
2025-11-02,Services,Paid Search,Paid,1,3,0.471,104.88,3.62,0.5343,0.0574,0,28,Average Performing
2025-11-02,Home,Referral,Referral,10,10,0.585,120.65,1.0,0.3552,0.0279,0,42,Low Performing
2025-11-02,Pricing,Organic Search,Organic,4,5,0.449,81.12,4.49,0.6008,0.0356,0,57,High Performing
2025-11-02,Checkout,Organic Search,Organic,7,8,0.5074,289.82,6.54,0.483,0.0717,1,91,Average Performing
2025-11-02,Home,Direct,Direct,1,1,0.4225,482.41,7.69,0.6148,0.1497,1,16,Low Performing
2025-11-03,Home,Social,Social,11,13,0.5229,175.01,8.71,0.4725,0.0967,1,220,Low Performing
2025-11-03,Pricing,Paid Search,Paid,2,2,0.4388,46.33,3.34,0.5395,0.0448,0,22,High Performing
2025-11-03,Checkout,Referral,Referral,4,4,0.4503,335.56,1.92,0.5647,0.0655,0,21,Average Performing
2025-11-03,Home,Social,Social,6,7,0.5659,142.0,2.38,0.4202,0.0338,0,63,Low Performing
2025-11-03,Checkout,Organic Search,Organic,6,6,0.3621,66.71,4.11,0.5941,0.1057,0,45,Average Performing
2025-11-03,Home,Referral,Referral,1,1,0.4931,140.13,2.11,0.5207,0.0704,0,6,Low Performing
2025-11-04,Products,Organic Search,Organic,10,10,0.5829,215.29,1.0,0.4443,0.0822,0,42,Low Performing
2025-11-04,Home,Social,Social,10,13,0.4924,157.39,2.37,0.4459,0.0545,1,53,Low Performing
2025-11-04,Products,Social,Social,8,10,0.4322,193.7,5.54,0.5628,0.1083,0,127,Low Performing
2025-11-04,Services,Organic Search,Organic,8,9,0.4774,146.63,4.76,0.4723,0.0317,1,104,Average Performing
2025-11-04,Products,Referral,Referral,3,5,0.5444,44.01,1.58,0.4858,0.0463,0,19,Low Performing
2025-11-04,Blog,Organic Search,Organic,2,3,0.493,267.27,1.47,0.5375,0.0567,0,14,Average Performing
2025-11-04,Products,Social,Social,5,7,0.5736,315.83,1.72,0.4644,0.0264,0,44,Low Performing
2025-11-04,Landing Page,Paid Search,Paid,11,14,0.518,106.58,1.0,0.5876,0.0369,0,97,Average Performing
2025-11-05,About,Direct,Direct,7,7,0.518,252.95,1.0,0.5401,0.0595,1,14,High Performing
2025-11-05,Home,Direct,Direct,8,10,0.4452,333.78,6.38,0.5979,0.1021,1,128,Low Performing
2025-11-05,Blog,Referral,Referral,11,14,0.5415,263.97,1.55,0.4633,0.0505,0,99,Average Performing
2025-11-05,Contact,Paid Search,Paid,2,2,0.485,250.73,6.79,0.572,0.0967,1,27,High Performing
2025-11-05,Services,Direct,Direct,11,12,0.4922,165.79,1.06,0.574,0.0129,0,36,Average Performing
2025-11-05,Products,Direct,Direct,10,10,0.3785,266.3,1.29,0.5961,0.0031,0,36,Low Performing
2025-11-05,Products,Organic Search,Organic,3,4,0.5592,67.49,1.0,0.4792,0.011,0,14,Low Performing
2025-11-06,Home,Direct,Direct,2,4,0.4493,298.79,1.96,0.52,0.045,0,19,Low Performing
2025-11-06,About,Referral,Referral,7,7,0.4998,170.24,3.19,0.558,0.0427,1,76,High Performing
2025-11-06,Blog,Organic Search,Organic,9,13,0.5273,108.99,2.14,0.5396,0.0515,0,82,Average Performing
2025-11-06,Pricing,Social,Social,8,9,0.4577,30.24,1.92,0.5101,0.0395,1,54,High Performing
2025-11-06,Home,Referral,Referral,1,2,0.5151,205.41,1.64,0.4423,0.0388,0,7,Low Performing
2025-11-06,Contact,Referral,Referral,7,7,0.4405,409.79,5.22,0.6335,0.0819,1,71,High Performing
2025-11-07,Contact,Organic Search,Organic,11,12,0.4794,41.69,4.55,0.5521,0.0983,2,135,High Performing
2025-11-07,Home,Organic Search,Organic,3,4,0.4347,20.0,3.42,0.561,0.0438,0,26,Low Performing
2025-11-08,Pricing,Referral,Referral,6,7,0.4231,90.13,1.8,0.5643,0.0,0,21,High Performing
2025-11-08,Blog,Direct,Direct,2,3,0.5203,84.89,2.21,0.4069,0.0448,0,18,Average Performing
2025-11-08,FAQ,Social,Social,1,2,0.6176,93.94,1.06,0.3767,0.0173,0,12,Low Performing
2025-11-08,Home,Organic Search,Organic,3,7,0.4725,20.0,6.13,0.619,0.0715,0,91,Low Performing
2025-11-08,Blog,Direct,Direct,8,9,0.4101,212.27,2.52,0.5909,0.063,3,76,Average Performing
2025-11-09,Pricing,Direct,Direct,8,12,0.4669,476.51,3.63,0.5388,0.1141,2,113,High Performing
2025-11-09,Home,Referral,Referral,6,7,0.4412,511.27,4.67,0.4971,0.0958,0,74,Low Performing
2025-11-09,Products,Referral,Referral,3,3,0.49,375.37,4.41,0.5366,0.1119,0,33,Low Performing
2025-11-09,Landing Page,Organic Search,Organic,7,7,0.5029,218.78,1.78,0.5504,0.0726,1,27,Average Performing
2025-11-09,Blog,Organic Search,Organic,1,3,0.5015,385.08,1.91,0.4528,0.0443,0,25,Average Performing
2025-11-09,Landing Page,Referral,Referral,1,2,0.5289,281.4,2.3,0.447,0.0408,0,14,Average Performing
2025-11-10,Landing Page,Paid Search,Paid,5,6,0.415,67.74,2.69,0.6532,0.0454,0,50,Average Performing
2025-11-10,Pricing,Organic Search,Organic,11,11,0.3799,272.08,4.91,0.5798,0.0673,0,91,High Performing
2025-11-10,Landing Page,Organic Search,Organic,6,6,0.532,131.04,1.86,0.5616,0.0302,1,43,Average Performing
2025-11-11,Pricing,Referral,Referral,4,5,0.5908,61.57,5.03,0.4413,0.1069,1,46,High Performing
2025-11-11,Services,Paid Search,Paid,2,3,0.4967,524.55,1.51,0.5006,0.0784,0,22,Average Performing
2025-11-11,Blog,Paid Search,Paid,2,3,0.4351,248.1,6.58,0.5545,0.1007,0,48,Average Performing
2025-11-11,Products,Social,Social,4,4,0.4845,193.11,1.29,0.4913,0.058,0,21,Low Performing
2025-11-11,About,Paid Search,Paid,4,6,0.4146,81.43,4.03,0.5511,0.0892,1,48,High Performing
2025-11-12,Home,Organic Search,Organic,3,5,0.4677,81.2,1.93,0.5307,0.0343,0,47,Low Performing
2025-11-12,Blog,Direct,Direct,8,11,0.5148,20.63,2.41,0.5488,0.0659,1,28,Average Performing
2025-11-12,Landing Page,Direct,Direct,8,8,0.3542,425.12,6.16,0.7257,0.1243,1,113,Average Performing
2025-11-12,Home,Organic Search,Organic,1,1,0.5393,134.81,3.71,0.4504,0.0701,0,9,Low Performing
2025-11-13,Services,Direct,Direct,2,5,0.4588,309.54,2.73,0.4753,0.0731,0,33,Average Performing
2025-11-13,Blog,Paid Search,Paid,10,12,0.5451,143.48,5.66,0.4703,0.1027,0,175,Average Performing
2025-11-13,Landing Page,Social,Social,9,11,0.4999,240.15,2.98,0.4896,0.079,1,55,Average Performing
2025-11-13,Home,Social,Social,2,2,0.5372,290.9,2.01,0.4627,0.0198,0,15,Low Performing
2025-11-14,Blog,Organic Search,Organic,7,8,0.4235,34.05,2.69,0.6457,0.0065,0,24,Average Performing
2025-11-14,Services,Paid Search,Paid,1,2,0.5467,306.26,3.7,0.4406,0.0758,0,20,Average Performing
2025-11-14,Blog,Paid Search,Paid,2,3,0.4124,128.65,1.6,0.566,0.0692,1,22,Average Performing
2025-11-14,Home,Paid Search,Paid,6,6,0.4015,191.64,4.84,0.629,0.0889,0,65,Low Performing
2025-11-14,Blog,Direct,Direct,7,7,0.5064,187.72,1.16,0.5587,0.0176,0,27,Average Performing
2025-11-15,Home,Organic Search,Organic,3,5,0.4248,336.01,6.92,0.5454,0.1194,0,78,Low Performing
2025-11-15,Home,Organic Search,Organic,3,3,0.479,248.69,1.75,0.4963,0.053,0,19,Low Performing
2025-11-15,Landing Page,Organic Search,Organic,11,12,0.5268,67.85,3.01,0.4675,0.0704,0,116,Average Performing
2025-11-15,Blog,Organic Search,Organic,3,4,0.6211,102.82,1.03,0.3339,0.0584,0,20,Average Performing
2025-11-15,Blog,Direct,Direct,6,6,0.5524,179.63,2.51,0.4213,0.0388,0,33,Average Performing
2025-11-16,Pricing,Organic Search,Organic,3,3,0.5277,61.78,6.1,0.4517,0.0482,1,36,High Performing
2025-11-16,About,Referral,Referral,9,12,0.4224,283.91,1.31,0.6147,0.0158,0,49,High Performing
2025-11-16,Landing Page,Referral,Referral,2,3,0.4731,308.69,2.36,0.5261,0.0958,1,12,Average Performing
2025-11-16,Blog,Direct,Direct,7,7,0.474,133.51,5.97,0.6163,0.1112,1,94,Average Performing
2025-11-17,Home,Direct,Direct,8,10,0.5263,193.81,2.75,0.545,0.0561,1,67,Low Performing
2025-11-17,Contact,Direct,Direct,10,11,0.4808,129.48,1.25,0.4713,0.0229,2,11,High Performing
2025-11-17,FAQ,Direct,Direct,11,12,0.4725,220.73,1.0,0.5266,0.0481,0,31,Low Performing
2025-11-17,FAQ,Referral,Referral,5,6,0.5028,325.3,4.5,0.5017,0.0656,0,25,Low Performing
2025-11-17,Services,Social,Social,10,11,0.5,82.47,3.26,0.4016,0.0375,0,85,Average Performing
2025-11-18,Home,Paid Search,Paid,1,1,0.573,122.22,2.51,0.4352,0.0469,0,4,Low Performing
2025-11-18,Products,Paid Search,Paid,1,3,0.3652,224.22,2.52,0.6893,0.0232,0,21,Low Performing
2025-11-18,About,Paid Search,Paid,6,6,0.4735,253.15,1.93,0.5461,0.0888,0,25,High Performing
2025-11-18,Services,Organic Search,Organic,1,3,0.5499,146.46,2.93,0.3731,0.0652,0,18,Average Performing
2025-11-18,Home,Social,Social,11,11,0.4915,178.84,3.07,0.5919,0.0341,0,79,Low Performing
2025-11-18,Products,Social,Social,8,10,0.4926,392.95,3.65,0.5253,0.0382,1,101,Low Performing
2025-11-19,Blog,Organic Search,Organic,9,10,0.6018,88.68,4.18,0.4461,0.0686,0,81,Average Performing
2025-11-19,Home,Organic Search,Organic,2,7,0.3693,57.26,2.3,0.6196,0.0625,0,52,Low Performing
2025-11-19,Blog,Organic Search,Organic,2,4,0.4805,280.87,1.46,0.5058,0.052,0,13,Average Performing
2025-11-20,Home,Organic Search,Organic,10,10,0.5469,154.84,1.0,0.4054,0.031,0,26,Low Performing
2025-11-20,Products,Direct,Direct,9,10,0.5585,107.46,3.62,0.4105,0.0548,0,90,Low Performing
2025-11-20,Home,Organic Search,Organic,6,7,0.4265,582.95,1.0,0.5631,0.0607,2,34,Low Performing
2025-11-20,About,Social,Social,6,6,0.474,196.16,4.08,0.569,0.0599,0,56,High Performing
2025-11-20,Landing Page,Organic Search,Organic,9,10,0.539,65.27,1.0,0.441,0.0411,2,52,Average Performing
2025-11-20,FAQ,Paid Search,Paid,1,2,0.5689,164.63,1.38,0.4087,0.0288,0,9,Low Performing
2025-11-20,FAQ,Referral,Referral,4,4,0.5433,103.19,3.53,0.5067,0.0412,0,41,Low Performing
